Date,S&P 500
2/24/81,127.39
2/25/81,128.52
2/26/81,130.1
2/27/81,131.27
3/2/81,132.01
3/3/81,130.56
3/4/81,130.86
3/5/81,129.93
3/6/81,129.85
3/9/81,131.12
3/10/81,130.46
3/11/81,129.95
3/12/81,133.19
3/13/81,133.11
3/16/81,134.68
3/17/81,133.92
3/18/81,134.22
3/19/81,133.46
3/20/81,134.08
3/23/81,135.69
3/24/81,134.67
3/25/81,137.11
3/26/81,136.27
3/27/81,134.65
3/30/81,134.28
3/31/81,136
4/1/81,136.57
4/2/81,136.32
4/3/81,135.49
4/6/81,133.93
4/7/81,133.91
4/8/81,134.91
4/9/81,134.67
4/10/81,134.51
4/13/81,133.15
4/14/81,132.68
4/15/81,134.17
4/16/81,134.7
4/20/81,135.45
4/21/81,134.23
4/22/81,134.14
4/23/81,133.94
4/24/81,135.14
4/27/81,135.48
4/28/81,134.33
4/29/81,133.05
4/30/81,132.81
5/1/81,132.72
5/4/81,130.67
5/5/81,130.32
5/6/81,130.78
5/7/81,131.67
5/8/81,131.66
5/11/81,129.71
5/12/81,130.72
5/13/81,130.55
5/14/81,131.28
5/15/81,132.17
5/18/81,132.54
5/19/81,132.09
5/20/81,132
5/21/81,131.75
5/22/81,131.33
5/26/81,132.77
5/27/81,133.77
5/28/81,133.45
5/29/81,132.59
6/1/81,132.41
6/2/81,130.62
6/3/81,130.71
6/4/81,130.96
6/5/81,132.22
6/8/81,132.24
6/9/81,131.97
6/10/81,132.32
6/11/81,133.75
6/12/81,133.49
6/15/81,133.61
6/16/81,132.15
6/17/81,133.32
6/18/81,131.64
6/19/81,132.27
6/22/81,131.95
6/23/81,133.35
6/24/81,132.66
6/25/81,132.81
6/26/81,132.56
6/29/81,131.89
6/30/81,131.21
7/1/81,129.77
7/2/81,128.64
7/6/81,127.37
7/7/81,128.24
7/8/81,128.32
7/9/81,129.3
7/10/81,129.37
7/13/81,129.64
7/14/81,129.65
7/15/81,130.23
7/16/81,130.34
7/17/81,130.76
7/20/81,128.72
7/21/81,128.34
7/22/81,127.13
7/23/81,127.4
7/24/81,128.46
7/27/81,129.9
7/28/81,129.14
7/29/81,129.16
7/30/81,130.01
7/31/81,130.92
8/3/81,130.48
8/4/81,131.18
8/5/81,132.67
8/6/81,132.64
8/7/81,131.75
8/10/81,132.54
8/11/81,133.85
8/12/81,133.4
8/13/81,133.51
8/14/81,132.49
8/17/81,131.22
8/18/81,130.11
8/19/81,130.49
8/20/81,130.69
8/21/81,129.23
8/24/81,125.5
8/25/81,125.13
8/26/81,124.96
8/27/81,123.51
8/28/81,124.08
8/31/81,122.79
9/1/81,123.02
9/2/81,123.49
9/3/81,121.24
9/4/81,120.07
9/8/81,117.98
9/9/81,118.4
9/10/81,120.14
9/11/81,121.61
9/14/81,120.66
9/15/81,119.77
9/16/81,118.87
9/17/81,117.15
9/18/81,116.26
9/21/81,117.24
9/22/81,116.68
9/23/81,115.65
9/24/81,115.01
9/25/81,112.77
9/28/81,115.53
9/29/81,115.94
9/30/81,116.18
10/1/81,117.08
10/2/81,119.36
10/5/81,119.51
10/6/81,119.39
10/7/81,121.31
10/8/81,122.31
10/9/81,121.45
10/12/81,121.21
10/13/81,120.78
10/14/81,118.8
10/15/81,119.71
10/16/81,119.19
10/19/81,118.98
10/20/81,120.28
10/21/81,120.1
10/22/81,119.64
10/23/81,118.6
10/26/81,118.16
10/27/81,119.29
10/28/81,119.45
10/29/81,119.06
10/30/81,121.89
11/2/81,124.2
11/3/81,124.8
11/4/81,124.74
11/5/81,123.54
11/6/81,122.67
11/9/81,123.29
11/10/81,122.7
11/11/81,122.92
11/12/81,123.19
11/13/81,121.67
11/16/81,120.24
11/17/81,121.15
11/18/81,120.26
11/19/81,120.71
11/20/81,121.71
11/23/81,121.6
11/24/81,123.51
11/25/81,124.05
11/27/81,125.09
11/30/81,126.35
12/1/81,126.1
12/2/81,124.69
12/3/81,125.12
12/4/81,126.26
12/7/81,125.19
12/8/81,124.82
12/9/81,125.48
12/10/81,125.71
12/11/81,124.93
12/14/81,122.78
12/15/81,122.99
12/16/81,122.42
12/17/81,123.12
12/18/81,124
12/21/81,123.34
12/22/81,122.88
12/23/81,122.31
12/24/81,122.54
12/28/81,122.27
12/29/81,121.67
12/30/81,122.3
12/31/81,122.55
1/4/82,122.74
1/5/82,120.05
1/6/82,119.18
1/7/82,118.93
1/8/82,119.55
1/11/82,116.78
1/12/82,116.3
1/13/82,114.88
1/14/82,115.54
1/15/82,116.33
1/18/82,117.22
1/19/82,115.97
1/20/82,115.27
1/21/82,115.75
1/22/82,115.38
1/25/82,115.41
1/26/82,115.19
1/27/82,115.74
1/28/82,118.92
1/29/82,120.4
2/1/82,117.78
2/2/82,118.01
2/3/82,116.48
2/4/82,116.42
2/5/82,117.26
2/8/82,114.63
2/9/82,113.68
2/10/82,114.66
2/11/82,114.43
2/12/82,114.38
2/16/82,114.06
2/17/82,113.69
2/18/82,113.82
2/19/82,113.22
2/22/82,111.59
2/23/82,111.51
2/24/82,113.47
2/25/82,113.21
2/26/82,113.11
3/1/82,113.31
3/2/82,112.68
3/3/82,110.92
3/4/82,109.88
3/5/82,109.34
3/8/82,107.34
3/9/82,108.83
3/10/82,109.41
3/11/82,109.36
3/12/82,108.61
3/15/82,109.45
3/16/82,109.28
3/17/82,109.08
3/18/82,110.3
3/19/82,110.61
3/22/82,112.77
3/23/82,113.55
3/24/82,112.97
3/25/82,113.21
3/26/82,111.94
3/29/82,112.3
3/30/82,112.27
3/31/82,111.96
4/1/82,113.79
4/2/82,115.12
4/5/82,114.73
4/6/82,115.36
4/7/82,115.46
4/8/82,116.22
4/12/82,116
4/13/82,115.99
4/14/82,115.83
4/15/82,116.35
4/16/82,116.81
4/19/82,116.7
4/20/82,115.44
4/21/82,115.72
4/22/82,117.19
4/23/82,118.64
4/26/82,119.26
4/27/82,118
4/28/82,117.26
4/29/82,116.13
4/30/82,116.44
5/3/82,116.81
5/4/82,117.46
5/5/82,117.67
5/6/82,118.68
5/7/82,119.47
5/10/82,118.38
5/11/82,119.42
5/12/82,119.17
5/13/82,118.22
5/14/82,118.01
5/17/82,116.71
5/18/82,115.84
5/19/82,114.89
5/20/82,114.59
5/21/82,114.89
5/24/82,114.79
5/25/82,114.4
5/26/82,113.11
5/27/82,112.66
5/28/82,111.88
6/1/82,111.68
6/2/82,112.04
6/3/82,111.86
6/4/82,110.09
6/7/82,110.12
6/8/82,109.63
6/9/82,108.99
6/10/82,109.61
6/11/82,111.24
6/14/82,109.96
6/15/82,109.69
6/16/82,108.87
6/17/82,107.6
6/18/82,107.28
6/21/82,107.2
6/22/82,108.3
6/23/82,110.14
6/24/82,109.83
6/25/82,109.14
6/28/82,110.26
6/29/82,110.21
6/30/82,109.61
7/1/82,108.71
7/2/82,107.65
7/6/82,107.29
7/7/82,107.22
7/8/82,107.53
7/9/82,108.83
7/12/82,109.57
7/13/82,109.45
7/14/82,110.44
7/15/82,110.47
7/16/82,111.07
7/19/82,110.73
7/20/82,111.54
7/21/82,111.42
7/22/82,111.47
7/23/82,111.17
7/26/82,110.36
7/27/82,109.43
7/28/82,107.73
7/29/82,107.72
7/30/82,107.09
8/2/82,108.98
8/3/82,107.83
8/4/82,106.14
8/5/82,105.16
8/6/82,103.71
8/9/82,103.08
8/10/82,102.84
8/11/82,102.6
8/12/82,102.42
8/13/82,103.85
8/16/82,104.09
8/17/82,109.04
8/18/82,108.53
8/19/82,109.16
8/20/82,113.02
8/23/82,116.11
8/24/82,115.34
8/25/82,117.58
8/26/82,118.55
8/27/82,117.11
8/30/82,117.66
8/31/82,119.51
9/1/82,118.25
9/2/82,120.28
9/3/82,122.68
9/7/82,121.37
9/8/82,122.2
9/9/82,121.97
9/10/82,120.97
9/13/82,122.24
9/14/82,123.1
9/15/82,124.29
9/16/82,123.77
9/17/82,122.55
9/20/82,122.51
9/21/82,124.88
9/22/82,123.99
9/23/82,123.81
9/24/82,123.32
9/27/82,123.62
9/28/82,123.24
9/29/82,121.63
9/30/82,120.42
10/1/82,121.97
10/4/82,121.51
10/5/82,121.98
10/6/82,125.97
10/7/82,128.8
10/8/82,131.05
10/11/82,134.47
10/12/82,134.44
10/13/82,136.71
10/14/82,134.57
10/15/82,133.57
10/18/82,136.73
10/19/82,136.58
10/20/82,139.23
10/21/82,139.06
10/22/82,138.83
10/25/82,133.32
10/26/82,134.48
10/27/82,135.28
10/28/82,133.59
10/29/82,133.71
11/1/82,135.47
11/2/82,137.49
11/3/82,142.87
11/4/82,141.85
11/5/82,142.16
11/8/82,140.44
11/9/82,143.02
11/10/82,141.16
11/11/82,141.76
11/12/82,139.53
11/15/82,137.03
11/16/82,135.42
11/17/82,137.93
11/18/82,138.34
11/19/82,137.02
11/22/82,134.22
11/23/82,132.93
11/24/82,133.88
11/26/82,134.88
11/29/82,134.2
11/30/82,138.54
12/1/82,138.72
12/2/82,138.82
12/3/82,138.69
12/6/82,141.77
12/7/82,142.72
12/8/82,141.81
12/9/82,140
12/10/82,139.57
12/13/82,139.95
12/14/82,137.39
12/15/82,135.24
12/16/82,135.3
12/17/82,137.49
12/20/82,136.26
12/21/82,138.61
12/22/82,138.83
12/23/82,139.72
12/27/82,142.18
12/28/82,140.77
12/29/82,141.24
12/30/82,140.33
12/31/82,140.64
1/3/83,138.34
1/4/83,141.35
1/5/83,141.96
1/6/83,145.27
1/7/83,145.18
1/10/83,146.78
1/11/83,145.78
1/12/83,146.69
1/13/83,145.72
1/14/83,146.65
1/17/83,146.71
1/18/83,146.4
1/19/83,145.27
1/20/83,146.29
1/21/83,143.85
1/24/83,139.97
1/25/83,141.75
1/26/83,141.54
1/27/83,144.27
1/28/83,144.51
1/31/83,145.3
2/1/83,142.96
2/2/83,143.23
2/3/83,144.26
2/4/83,146.14
2/7/83,146.93
2/8/83,145.7
2/9/83,145
2/10/83,147.5
2/11/83,147.63
2/14/83,148.92
2/15/83,148.3
2/16/83,147.43
2/17/83,147.44
2/18/83,148
2/22/83,145.48
2/23/83,146.79
2/24/83,149.6
2/25/83,149.74
2/28/83,148.06
3/1/83,150.88
3/2/83,152.3
3/3/83,153.48
3/4/83,153.67
3/7/83,153.67
3/8/83,151.26
3/9/83,152.87
3/10/83,151.8
3/11/83,151.24
3/14/83,150.83
3/15/83,151.36
3/16/83,149.8
3/17/83,149.59
3/18/83,149.9
3/21/83,151.19
3/22/83,150.66
3/23/83,152.81
3/24/83,153.37
3/25/83,152.67
3/28/83,151.85
3/29/83,151.59
3/30/83,153.39
3/31/83,152.96
4/4/83,153.02
4/5/83,151.89
4/6/83,151.04
4/7/83,151.76
4/8/83,152.85
4/11/83,155.14
4/12/83,155.82
4/13/83,156.77
4/14/83,158.11
4/15/83,158.75
4/18/83,159.74
4/19/83,158.71
4/20/83,160.71
4/21/83,160.05
4/22/83,160.42
4/25/83,158.81
4/26/83,161.81
4/27/83,161.44
4/28/83,162.95
4/29/83,164.42
5/2/83,162.11
5/3/83,162.34
5/4/83,163.31
5/5/83,164.28
5/6/83,166.1
5/9/83,165.81
5/10/83,165.95
5/11/83,164.96
5/12/83,164.25
5/13/83,164.9
5/16/83,163.4
5/17/83,163.71
5/18/83,163.27
5/19/83,161.99
5/20/83,162.14
5/23/83,163.43
5/24/83,165.54
5/25/83,166.21
5/26/83,165.48
5/27/83,164.46
5/31/83,162.39
6/1/83,162.55
6/2/83,163.98
6/3/83,164.42
6/6/83,164.83
6/7/83,162.77
6/8/83,161.36
6/9/83,161.83
6/10/83,162.68
6/13/83,164.84
6/14/83,165.53
6/15/83,167.12
6/16/83,169.14
6/17/83,169.13
6/20/83,169.02
6/21/83,170.53
6/22/83,170.99
6/23/83,170.57
6/24/83,170.4
6/27/83,168.46
6/28/83,165.68
6/29/83,166.64
6/30/83,168.11
7/1/83,168.91
7/5/83,166.6
7/6/83,168.48
7/7/83,167.56
7/8/83,167.08
7/11/83,168.11
7/12/83,165.53
7/13/83,165.46
7/14/83,166.01
7/15/83,164.29
7/18/83,163.95
7/19/83,164.83
7/20/83,169.29
7/21/83,169.06
7/22/83,168.89
7/25/83,169.53
7/26/83,170.35
7/27/83,167.59
7/28/83,165.04
7/29/83,162.56
8/1/83,162.04
8/2/83,162.01
8/3/83,163.44
8/4/83,161.33
8/5/83,161.74
8/8/83,159.18
8/9/83,160.13
8/10/83,161.54
8/11/83,161.55
8/12/83,162.16
8/15/83,163.71
8/16/83,163.41
8/17/83,165.29
8/18/83,163.55
8/19/83,163.98
8/22/83,164.34
8/23/83,162.77
8/24/83,161.25
8/25/83,160.84
8/26/83,162.14
8/29/83,162.25
8/30/83,162.58
8/31/83,164.4
9/1/83,164.23
9/2/83,165
9/6/83,167.89
9/7/83,167.96
9/8/83,167.77
9/9/83,166.92
9/12/83,165.48
9/13/83,164.8
9/14/83,165.36
9/15/83,164.38
9/16/83,166.24
9/19/83,167.62
9/20/83,169.25
9/21/83,168.41
9/22/83,169.76
9/23/83,169.51
9/26/83,170.07
9/27/83,168.43
9/28/83,168.01
9/29/83,167.23
9/30/83,166.07
10/3/83,165.8
10/4/83,166.27
10/5/83,167.74
10/6/83,170.28
10/7/83,170.8
10/10/83,172.65
10/11/83,170.34
10/12/83,169.63
10/13/83,169.88
10/14/83,169.86
10/17/83,170.43
10/18/83,167.81
10/19/83,166.73
10/20/83,166.98
10/21/83,165.95
10/24/83,165.99
10/25/83,166.47
10/26/83,165.38
10/27/83,164.84
10/28/83,163.37
10/31/83,163.55
11/1/83,163.64
11/2/83,164.84
11/3/83,163.45
11/4/83,162.44
11/7/83,161.91
11/8/83,161.76
11/9/83,163.97
11/10/83,164.41
11/11/83,166.29
11/14/83,166.58
11/15/83,165.36
11/16/83,166.08
11/17/83,166.13
11/18/83,165.09
11/21/83,166.05
11/22/83,166.84
11/23/83,166.96
11/25/83,167.18
11/28/83,166.54
11/29/83,167.91
11/30/83,166.4
12/1/83,166.49
12/2/83,165.44
12/5/83,165.77
12/6/83,165.47
12/7/83,165.91
12/8/83,165.2
12/9/83,165.09
12/12/83,165.62
12/13/83,164.93
12/14/83,163.33
12/15/83,161.67
12/16/83,162.39
12/19/83,162.32
12/20/83,162
12/21/83,163.56
12/22/83,163.27
12/23/83,163.22
12/27/83,164.76
12/28/83,165.34
12/29/83,164.86
12/30/83,164.93
1/3/84,164.04
1/4/84,166.78
1/5/84,168.81
1/6/84,169.28
1/9/84,168.9
1/10/84,167.95
1/11/84,167.79
1/12/84,167.75
1/13/84,167.02
1/16/84,167.18
1/17/84,167.83
1/18/84,167.55
1/19/84,167.04
1/20/84,166.21
1/23/84,164.87
1/24/84,165.94
1/25/84,164.84
1/26/84,164.24
1/27/84,163.94
1/30/84,162.87
1/31/84,163.41
2/1/84,162.74
2/2/84,163.36
2/3/84,160.91
2/6/84,158.08
2/7/84,158.74
2/8/84,155.85
2/9/84,155.42
2/10/84,156.3
2/13/84,154.95
2/14/84,156.61
2/15/84,156.25
2/16/84,156.13
2/17/84,155.74
2/21/84,154.64
2/22/84,154.31
2/23/84,154.29
2/24/84,157.51
2/27/84,159.3
2/28/84,156.82
2/29/84,157.06
3/1/84,158.19
3/2/84,159.24
3/5/84,157.89
3/6/84,156.25
3/7/84,154.57
3/8/84,155.19
3/9/84,154.35
3/12/84,156.34
3/13/84,156.78
3/14/84,156.77
3/15/84,157.41
3/16/84,159.27
3/19/84,157.78
3/20/84,158.86
3/21/84,158.66
3/22/84,156.69
3/23/84,156.86
3/26/84,156.67
3/27/84,157.3
3/28/84,159.88
3/29/84,159.52
3/30/84,159.18
4/2/84,157.98
4/3/84,157.66
4/4/84,157.54
4/5/84,155.04
4/6/84,155.48
4/9/84,155.45
4/10/84,155.87
4/11/84,155
4/12/84,157.73
4/13/84,157.31
4/16/84,158.32
4/17/84,158.97
4/18/84,157.9
4/19/84,158.02
4/23/84,156.8
4/24/84,158.07
4/25/84,158.65
4/26/84,160.3
4/27/84,159.89
4/30/84,160.05
5/1/84,161.68
5/2/84,161.9
5/3/84,161.2
5/4/84,159.11
5/7/84,159.47
5/8/84,160.52
5/9/84,160.11
5/10/84,160
5/11/84,158.49
5/14/84,157.5
5/15/84,158
5/16/84,157.99
5/17/84,156.57
5/18/84,155.78
5/21/84,154.73
5/22/84,153.88
5/23/84,153.15
5/24/84,151.23
5/25/84,151.62
5/29/84,150.29
5/30/84,150.35
5/31/84,150.55
6/1/84,153.24
6/4/84,154.34
6/5/84,153.65
6/6/84,155.01
6/7/84,154.92
6/8/84,155.17
6/11/84,153.06
6/12/84,152.19
6/13/84,152.13
6/14/84,150.39
6/15/84,149.03
6/18/84,151.73
6/19/84,152.61
6/20/84,154.84
6/21/84,154.51
6/22/84,154.46
6/25/84,153.97
6/26/84,152.71
6/27/84,151.64
6/28/84,152.84
6/29/84,153.18
7/2/84,153.2
7/3/84,153.7
7/5/84,152.76
7/6/84,152.24
7/9/84,153.36
7/10/84,152.89
7/11/84,150.56
7/12/84,150.03
7/13/84,150.88
7/16/84,151.6
7/17/84,152.38
7/18/84,151.4
7/19/84,150.37
7/20/84,149.55
7/23/84,148.95
7/24/84,147.82
7/25/84,148.83
7/26/84,150.08
7/27/84,151.19
7/30/84,150.19
7/31/84,150.66
8/1/84,154.08
8/2/84,157.99
8/3/84,162.35
8/6/84,162.6
8/7/84,162.71
8/8/84,161.75
8/9/84,165.54
8/10/84,165.42
8/13/84,165.43
8/14/84,164.42
8/15/84,162.8
8/16/84,163.77
8/17/84,164.14
8/20/84,164.94
8/21/84,167.83
8/22/84,167.06
8/23/84,167.12
8/24/84,167.51
8/27/84,166.44
8/28/84,167.4
8/29/84,167.1
8/30/84,166.6
8/31/84,166.68
9/4/84,164.88
9/5/84,164.29
9/6/84,165.65
9/7/84,164.37
9/10/84,164.26
9/11/84,164.45
9/12/84,164.68
9/13/84,167.94
9/14/84,168.78
9/17/84,168.87
9/18/84,167.65
9/19/84,166.94
9/20/84,167.47
9/21/84,165.67
9/24/84,165.28
9/25/84,165.62
9/26/84,166.28
9/27/84,166.96
9/28/84,166.1
10/1/84,164.62
10/2/84,163.59
10/3/84,162.44
10/4/84,162.92
10/5/84,162.68
10/8/84,162.13
10/9/84,161.67
10/10/84,162.11
10/11/84,162.78
10/12/84,164.18
10/15/84,165.77
10/16/84,164.78
10/17/84,164.14
10/18/84,168.1
10/19/84,167.96
10/22/84,167.36
10/23/84,167.09
10/24/84,167.2
10/25/84,166.31
10/26/84,165.29
10/29/84,164.78
10/30/84,166.84
10/31/84,166.09
11/1/84,167.49
11/2/84,167.42
11/5/84,168.58
11/6/84,170.41
11/7/84,169.17
11/8/84,168.68
11/9/84,167.6
11/12/84,167.36
11/13/84,165.97
11/14/84,165.99
11/15/84,165.89
11/16/84,164.1
11/19/84,163.1
11/20/84,164.18
11/21/84,164.52
11/23/84,166.92
11/26/84,165.55
11/27/84,166.29
11/28/84,165.02
11/29/84,163.91
11/30/84,163.58
12/3/84,162.82
12/4/84,163.38
12/5/84,162.1
12/6/84,162.76
12/7/84,162.26
12/10/84,162.83
12/11/84,163.07
12/12/84,162.63
12/13/84,161.81
12/14/84,162.69
12/17/84,163.61
12/18/84,168.11
12/19/84,167.16
12/20/84,166.38
12/21/84,165.51
12/24/84,166.76
12/26/84,166.47
12/27/84,165.75
12/28/84,166.26
12/31/84,167.24
1/2/85,165.37
1/3/85,164.57
1/4/85,163.68
1/7/85,164.24
1/8/85,163.99
1/9/85,165.18
1/10/85,168.31
1/11/85,167.91
1/14/85,170.51
1/15/85,170.81
1/16/85,171.19
1/17/85,170.73
1/18/85,171.32
1/21/85,175.23
1/22/85,175.48
1/23/85,177.3
1/24/85,176.71
1/25/85,177.35
1/28/85,177.4
1/29/85,179.18
1/30/85,179.39
1/31/85,179.63
2/1/85,178.63
2/4/85,180.35
2/5/85,180.61
2/6/85,180.43
2/7/85,181.82
2/8/85,182.19
2/11/85,180.51
2/12/85,180.56
2/13/85,183.35
2/14/85,182.41
2/15/85,181.6
2/19/85,181.33
2/20/85,181.18
2/21/85,180.19
2/22/85,179.36
2/25/85,179.23
2/26/85,181.17
2/27/85,180.71
2/28/85,181.18
3/1/85,183.23
3/4/85,182.06
3/5/85,182.23
3/6/85,180.65
3/7/85,179.51
3/8/85,179.1
3/11/85,178.79
3/12/85,179.66
3/13/85,178.19
3/14/85,177.84
3/15/85,176.53
3/18/85,176.88
3/19/85,179.54
3/20/85,179.08
3/21/85,179.35
3/22/85,179.04
3/25/85,177.97
3/26/85,178.43
3/27/85,179.54
3/28/85,179.54
3/29/85,180.66
4/1/85,181.27
4/2/85,180.53
4/3/85,179.11
4/4/85,179.03
4/8/85,178.03
4/9/85,178.21
4/10/85,179.42
4/11/85,180.19
4/12/85,180.54
4/15/85,180.92
4/16/85,181.2
4/17/85,181.68
4/18/85,180.84
4/19/85,181.11
4/22/85,180.7
4/23/85,181.88
4/24/85,182.26
4/25/85,183.43
4/26/85,182.18
4/29/85,180.63
4/30/85,179.83
5/1/85,178.37
5/2/85,179.01
5/3/85,180.08
5/6/85,179.99
5/7/85,180.76
5/8/85,180.62
5/9/85,181.92
5/10/85,184.28
5/13/85,184.61
5/14/85,183.87
5/15/85,184.54
5/16/85,185.66
5/17/85,187.42
5/20/85,189.72
5/21/85,189.64
5/22/85,188.56
5/23/85,187.6
5/24/85,188.29
5/28/85,187.86
5/29/85,187.68
5/30/85,187.75
5/31/85,189.55
6/3/85,189.32
6/4/85,190.04
6/5/85,190.16
6/6/85,191.06
6/7/85,189.68
6/10/85,189.51
6/11/85,189.04
6/12/85,187.61
6/13/85,185.33
6/14/85,187.1
6/17/85,186.53
6/18/85,187.34
6/19/85,186.63
6/20/85,186.73
6/21/85,189.61
6/24/85,189.15
6/25/85,189.74
6/26/85,190.06
6/27/85,191.23
6/28/85,191.85
7/1/85,192.43
7/2/85,192.01
7/3/85,191.45
7/5/85,192.52
7/8/85,191.93
7/9/85,191.05
7/10/85,192.37
7/11/85,192.94
7/12/85,193.29
7/15/85,192.72
7/16/85,194.72
7/17/85,195.65
7/18/85,194.38
7/19/85,195.13
7/22/85,194.35
7/23/85,192.55
7/24/85,191.58
7/25/85,192.06
7/26/85,192.4
7/29/85,189.6
7/30/85,189.93
7/31/85,190.92
8/1/85,192.11
8/2/85,191.48
8/5/85,190.62
8/6/85,187.93
8/7/85,187.68
8/8/85,188.95
8/9/85,188.32
8/12/85,187.63
8/13/85,187.3
8/14/85,187.41
8/15/85,187.26
8/16/85,186.1
8/19/85,186.38
8/20/85,188.08
8/21/85,189.16
8/22/85,187.36
8/23/85,187.17
8/26/85,187.31
8/27/85,188.1
8/28/85,188.83
8/29/85,188.93
8/30/85,188.63
9/3/85,187.91
9/4/85,187.37
9/5/85,187.27
9/6/85,188.24
9/9/85,188.25
9/10/85,186.9
9/11/85,185.03
9/12/85,183.69
9/13/85,182.91
9/16/85,182.88
9/17/85,181.36
9/18/85,181.71
9/19/85,183.39
9/20/85,182.05
9/23/85,184.3
9/24/85,182.62
9/25/85,180.66
9/26/85,181.29
9/30/85,182.08
10/1/85,185.07
10/2/85,184.06
10/3/85,184.36
10/4/85,183.22
10/7/85,181.87
10/8/85,181.87
10/9/85,182.52
10/10/85,182.78
10/11/85,184.28
10/14/85,186.37
10/15/85,186.08
10/16/85,187.98
10/17/85,187.66
10/18/85,187.04
10/21/85,186.96
10/22/85,188.04
10/23/85,189.09
10/24/85,188.5
10/25/85,187.52
10/28/85,187.76
10/29/85,189.23
10/30/85,190.07
10/31/85,189.82
11/1/85,191.53
11/4/85,191.25
11/5/85,192.37
11/6/85,192.76
11/7/85,192.62
11/8/85,193.72
11/11/85,197.28
11/12/85,198.08
11/13/85,197.1
11/14/85,199.06
11/15/85,198.11
11/18/85,198.71
11/19/85,198.67
11/20/85,198.99
11/21/85,201.41
11/22/85,201.52
11/25/85,200.35
11/26/85,200.67
11/27/85,202.54
11/29/85,202.17
12/2/85,200.46
12/3/85,200.86
12/4/85,204.23
12/5/85,203.88
12/6/85,202.99
12/9/85,204.25
12/10/85,204.39
12/11/85,206.31
12/12/85,206.73
12/13/85,209.94
12/16/85,212.02
12/17/85,210.65
12/18/85,209.81
12/19/85,210.02
12/20/85,210.94
12/23/85,208.57
12/24/85,207.14
12/26/85,207.65
12/27/85,209.61
12/30/85,210.68
12/31/85,211.28
1/2/86,209.59
1/3/86,210.88
1/6/86,210.65
1/7/86,213.8
1/8/86,207.97
1/9/86,206.11
1/10/86,205.96
1/13/86,206.72
1/14/86,206.64
1/15/86,208.26
1/16/86,209.17
1/17/86,208.43
1/20/86,207.53
1/21/86,205.79
1/22/86,203.49
1/23/86,204.25
1/24/86,206.43
1/27/86,207.39
1/28/86,209.81
1/29/86,210.29
1/30/86,209.33
1/31/86,211.78
2/3/86,213.96
2/4/86,212.79
2/5/86,212.96
2/6/86,213.47
2/7/86,214.56
2/10/86,216.24
2/11/86,215.92
2/12/86,215.97
2/13/86,217.4
2/14/86,219.76
2/18/86,222.45
2/19/86,219.76
2/20/86,222.22
2/21/86,224.62
2/24/86,224.34
2/25/86,223.79
2/26/86,224.04
2/27/86,226.77
2/28/86,226.92
3/3/86,225.42
3/4/86,224.38
3/5/86,224.34
3/6/86,225.13
3/7/86,225.57
3/10/86,226.58
3/11/86,231.69
3/12/86,232.54
3/13/86,233.19
3/14/86,236.55
3/17/86,234.67
3/18/86,235.78
3/19/86,235.6
3/20/86,236.54
3/21/86,233.34
3/24/86,235.33
3/25/86,234.72
3/26/86,237.3
3/27/86,238.97
3/31/86,238.9
4/1/86,235.14
4/2/86,235.71
4/3/86,232.47
4/4/86,228.69
4/7/86,228.63
4/8/86,233.52
4/9/86,233.75
4/10/86,236.44
4/11/86,235.97
4/14/86,237.28
4/15/86,237.73
4/16/86,242.22
4/17/86,243.03
4/18/86,242.38
4/21/86,244.74
4/22/86,242.42
4/23/86,241.75
4/24/86,242.02
4/25/86,242.29
4/28/86,243.08
4/29/86,240.51
4/30/86,235.52
5/1/86,235.16
5/2/86,234.79
5/5/86,237.73
5/6/86,237.24
5/7/86,236.08
5/8/86,237.13
5/9/86,237.85
5/12/86,237.58
5/13/86,236.41
5/14/86,237.54
5/15/86,234.43
5/16/86,232.76
5/19/86,233.2
5/20/86,236.11
5/21/86,235.45
5/22/86,240.12
5/23/86,241.35
5/27/86,244.75
5/28/86,246.63
5/29/86,247.98
5/30/86,247.35
6/2/86,245.04
6/3/86,245.51
6/4/86,243.94
6/5/86,245.65
6/6/86,245.67
6/9/86,239.96
6/10/86,239.58
6/11/86,241.13
6/12/86,241.49
6/13/86,245.73
6/16/86,246.13
6/17/86,244.35
6/18/86,244.99
6/19/86,244.06
6/20/86,247.58
6/23/86,245.26
6/24/86,247.03
6/25/86,248.93
6/26/86,248.74
6/27/86,249.6
6/30/86,250.84
7/1/86,252.04
7/2/86,252.7
7/3/86,251.79
7/7/86,244.05
7/8/86,241.59
7/9/86,242.82
7/10/86,243.01
7/11/86,242.22
7/14/86,238.11
7/15/86,233.66
7/16/86,235.01
7/17/86,236.07
7/18/86,236.36
7/21/86,236.24
7/22/86,238.18
7/23/86,238.67
7/24/86,237.95
7/25/86,240.22
7/28/86,236.01
7/29/86,234.55
7/30/86,236.59
7/31/86,236.12
8/1/86,234.91
8/4/86,235.99
8/5/86,237.03
8/6/86,236.84
8/7/86,237.04
8/8/86,236.88
8/11/86,240.68
8/12/86,243.34
8/13/86,245.67
8/14/86,246.25
8/15/86,247.15
8/18/86,247.38
8/19/86,246.51
8/20/86,249.77
8/21/86,249.67
8/22/86,250.19
8/25/86,247.81
8/26/86,252.84
8/27/86,253.3
8/28/86,252.84
8/29/86,252.93
9/2/86,248.52
9/3/86,250.08
9/4/86,253.83
9/5/86,250.47
9/8/86,248.14
