Date,S&P 500
5/4/28,20.24
5/7/28,20.41
5/8/28,20.27
5/9/28,20.24
5/10/28,20.21
5/11/28,20.36
5/14/28,20.44
5/15/28,20.39
5/16/28,20.05
5/17/28,20.12
5/18/28,19.92
5/21/28,19.63
5/22/28,19.36
5/23/28,19.75
5/24/28,19.87
5/25/28,19.9
5/28/28,19.57
5/29/28,19.82
5/31/28,20
6/1/28,20.07
6/2/28,20.22
6/4/28,19.8
6/5/28,19.85
6/6/28,19.66
6/7/28,19.61
6/8/28,19.37
6/9/28,19.12
6/11/28,18.68
6/12/28,18.34
6/13/28,18.89
6/14/28,19.05
6/15/28,18.74
6/16/28,18.75
6/18/28,18.4
6/19/28,18.34
6/20/28,18.57
6/21/28,18.56
6/22/28,18.54
6/23/28,18.46
6/25/28,18.47
6/26/28,18.68
6/27/28,18.86
6/28/28,19.07
6/29/28,19.14
6/30/28,19.19
7/2/28,18.98
7/3/28,19.29
7/5/28,19.48
7/6/28,19.39
7/7/28,19.44
7/9/28,19.46
7/10/28,19.43
7/11/28,18.95
7/12/28,18.81
7/13/28,18.96
7/14/28,18.93
7/16/28,18.7
7/17/28,18.8
7/18/28,19.03
7/19/28,18.99
7/20/28,19.03
7/21/28,18.96
7/23/28,19.12
7/24/28,19.09
7/25/28,19.2
7/26/28,19.24
7/27/28,19.42
7/28/28,19.47
7/30/28,19.47
7/31/28,19.43
8/1/28,19.42
8/2/28,19.33
8/3/28,19.36
8/4/28,19.41
8/6/28,19.58
8/7/28,19.49
8/8/28,19.25
8/9/28,19.3
8/10/28,19.25
8/11/28,19.3
8/13/28,19.29
8/14/28,19.13
8/15/28,19.47
8/16/28,19.61
8/17/28,19.64
8/18/28,19.71
8/20/28,19.77
8/21/28,20.02
8/22/28,20
8/23/28,20.02
8/24/28,20.34
8/25/28,20.45
8/27/28,20.38
8/28/28,20.54
8/29/28,20.58
8/30/28,20.61
8/31/28,20.87
9/1/28,20.87
9/4/28,20.97
9/5/28,21.07
9/6/28,20.94
9/7/28,21.09
9/8/28,21.03
9/10/28,20.92
9/11/28,21.08
9/12/28,21.16
9/13/28,21.14
9/14/28,21.14
9/15/28,21.23
9/17/28,21.33
9/18/28,21.18
9/19/28,21.18
9/20/28,21.22
9/21/28,21.36
9/22/28,21.24
9/24/28,21.43
9/25/28,21.41
9/26/28,21.4
9/27/28,21.13
9/28/28,21.14
9/29/28,21.37
10/1/28,21.36
10/2/28,21.26
10/3/28,21.19
10/4/28,21.26
10/5/28,21.22
10/6/28,21.17
10/8/28,21.11
10/9/28,21.18
10/10/28,21.41
10/11/28,21.51
10/13/28,21.63
10/15/28,21.65
10/16/28,21.72
10/17/28,21.79
10/18/28,21.84
10/19/28,21.96
10/20/28,21.84
10/22/28,21.81
10/23/28,21.95
10/24/28,21.99
10/25/28,21.91
10/26/28,21.65
10/27/28,21.87
10/29/28,22
10/30/28,21.76
10/31/28,21.68
11/1/28,21.99
11/2/28,21.95
11/3/28,21.97
11/5/28,22.24
11/7/28,22.5
11/8/28,22.39
11/9/28,22.55
11/10/28,22.73
11/12/28,22.84
11/13/28,22.91
11/14/28,22.91
11/15/28,23.03
11/16/28,23.37
11/17/28,23.37
11/19/28,23.37
11/20/28,23.57
11/21/28,23.22
11/22/28,23.52
11/23/28,23.7
11/26/28,23.8
11/27/28,23.91
11/28/28,24.19
11/30/28,24.28
12/1/28,24.03
12/3/28,23.85
12/4/28,23.91
12/5/28,23.81
12/6/28,22.91
12/7/28,22.36
12/8/28,21.92
12/10/28,22.31
12/11/28,22.74
12/12/28,22.52
12/13/28,22.48
12/14/28,22.53
12/15/28,22.52
12/17/28,22.44
12/18/28,22.7
12/19/28,22.98
12/20/28,23.07
12/21/28,23.33
12/22/28,23.33
12/24/28,23.54
12/26/28,23.44
12/27/28,23.64
12/28/28,23.98
12/29/28,24.05
12/31/28,24.35
1/2/29,24.81
1/3/29,24.86
1/4/29,24.85
1/5/29,24.57
1/7/29,24.25
1/8/29,24.17
1/9/29,24.54
1/10/29,24.58
1/11/29,24.54
1/12/29,24.47
1/14/29,24.59
1/15/29,24.23
1/16/29,24.56
1/17/29,24.69
1/18/29,24.77
1/19/29,24.88
1/21/29,24.86
1/22/29,25.07
1/23/29,25.22
1/24/29,25.06
1/25/29,25.48
1/26/29,25.43
1/28/29,25.35
1/29/29,25.36
1/30/29,25.45
1/31/29,25.74
2/1/29,25.84
2/2/29,25.8
2/4/29,25.64
2/5/29,25.7
2/6/29,25.49
2/7/29,24.71
2/8/29,24.44
2/11/29,24.98
2/13/29,24.95
2/14/29,24.85
2/15/29,24.35
2/16/29,24.05
2/18/29,24.39
2/19/29,24.38
2/20/29,24.59
2/21/29,24.86
2/25/29,24.91
2/26/29,24.95
2/27/29,25.25
2/28/29,25.59
3/1/29,25.83
3/2/29,25.77
3/4/29,25.49
3/5/29,25.32
3/6/29,24.92
3/7/29,25.15
3/8/29,25.31
3/9/29,25.31
3/11/29,24.95
3/12/29,24.97
3/13/29,25.24
3/14/29,25.73
3/15/29,26.08
3/16/29,26.13
3/18/29,26.04
3/19/29,26.03
3/20/29,26.02
3/21/29,25.9
3/22/29,25.55
3/23/29,25.21
3/25/29,24.51
3/26/29,24.35
3/27/29,25.09
3/28/29,25.53
4/1/29,24.88
4/2/29,25.17
4/3/29,24.86
4/4/29,25.3
4/5/29,25.05
4/6/29,25.07
4/8/29,24.83
4/9/29,24.63
4/10/29,24.78
4/11/29,25.06
4/12/29,25.15
4/13/29,25.17
4/15/29,25
4/16/29,25.06
4/17/29,25.32
4/18/29,25.43
4/19/29,25.41
4/20/29,25.45
4/22/29,25.7
4/23/29,25.85
4/24/29,25.75
4/25/29,25.63
4/26/29,25.58
4/27/29,25.65
4/29/29,25.53
4/30/29,25.94
5/1/29,25.99
5/2/29,26.11
5/3/29,26.37
5/4/29,26.48
5/6/29,26.32
5/7/29,26.07
5/8/29,26.18
5/9/29,26.02
5/10/29,26.34
5/11/29,26.24
5/13/29,25.64
5/14/29,25.95
5/15/29,25.84
5/16/29,25.97
5/17/29,26.09
5/18/29,26.05
5/20/29,25.39
5/21/29,25.7
5/22/29,24.76
5/23/29,25.31
5/24/29,25.12
5/25/29,25.03
5/27/29,24.2
5/28/29,24.59
5/29/29,24.62
5/31/29,24.83
6/1/29,24.92
6/3/29,25.27
6/4/29,25.64
6/5/29,25.59
6/6/29,25.64
6/7/29,25.53
6/8/29,25.39
6/10/29,25.27
6/11/29,25.43
6/12/29,25.45
6/13/29,25.84
6/14/29,25.93
6/15/29,26.05
6/17/29,26.41
6/18/29,26.42
6/19/29,26.32
6/20/29,26.47
6/21/29,26.62
6/22/29,26.72
6/24/29,26.62
6/25/29,26.9
6/26/29,27.06
6/27/29,27.11
6/28/29,27.41
6/29/29,27.62
7/1/29,27.77
7/2/29,28.06
7/3/29,27.18
7/5/29,28.32
7/6/29,28.36
7/8/29,28.37
7/9/29,28.28
7/10/29,28.2
7/11/29,28.26
7/12/29,28.57
7/13/29,28.64
7/15/29,28.45
7/16/29,28.65
7/17/29,28.72
7/18/29,28.66
7/19/29,28.76
7/20/29,28.81
7/22/29,28.43
7/23/29,28.83
7/24/29,28.64
7/25/29,28.77
7/26/29,28.66
7/27/29,28.55
7/29/29,28.18
7/30/29,28.5
7/31/29,28.88
8/1/29,29.08
8/2/29,29.56
8/3/29,29.81
8/5/29,29.54
8/6/29,29.43
8/7/29,29.13
8/8/29,29.47
8/9/29,28.38
8/10/29,28.83
8/12/29,29.27
8/13/29,29.53
8/14/29,29.62
8/15/29,29.67
8/16/29,30.22
8/17/29,30.24
8/19/29,30.5
8/20/29,30.68
8/21/29,30.55
8/22/29,30.79
8/23/29,31.09
8/24/29,31.15
8/26/29,31.07
8/27/29,31.05
8/28/29,30.99
8/29/29,31.29
8/30/29,31.71
9/3/29,31.82
9/4/29,31.72
9/5/29,31.02
9/6/29,31.83
9/7/29,31.92
9/9/29,31.67
9/10/29,31.1
9/11/29,31.53
9/12/29,31.17
9/13/29,31.38
9/14/29,31.47
9/16/29,31.86
9/17/29,31.6
9/18/29,31.68
9/19/29,31.73
9/20/29,31.39
9/21/29,31.39
9/23/29,31.38
9/24/29,30.8
9/25/29,30.85
9/26/29,31.13
9/27/29,30.27
9/28/29,30.44
9/30/29,30.16
10/1/29,29.98
10/2/29,30.2
10/3/29,28.95
10/4/29,28.65
10/5/29,29.98
10/7/29,30.44
10/8/29,30.34
10/9/29,30.27
10/10/29,30.81
10/11/29,30.76
10/14/29,30.55
10/15/29,30.3
10/16/29,29.24
10/17/29,29.69
10/18/29,28.84
10/19/29,28.01
10/21/29,27.73
10/22/29,28.27
10/23/29,26.6
10/24/29,25.75
10/25/29,26.12
10/26/29,25.94
10/28/29,22.74
10/29/29,20.43
10/30/29,22.99
10/31/29,24.15
11/4/29,22.88
11/6/29,20.61
11/7/29,21.37
11/8/29,21.18
11/11/29,19.86
11/12/29,18.73
11/13/29,17.66
11/14/29,19.24
11/15/29,20.3
11/18/29,20.09
11/19/29,20.7
11/20/29,21.27
11/21/29,21.61
11/22/29,21.53
11/25/29,21.28
11/26/29,20.66
11/27/29,20.92
12/2/29,20.95
12/3/29,21.65
12/4/29,22.05
12/5/29,21.87
12/6/29,22.45
12/7/29,22.73
12/9/29,22.4
12/10/29,22.57
12/11/29,22.38
12/12/29,21.17
12/13/29,21.7
12/14/29,21.96
12/16/29,21.33
12/17/29,21.56
12/18/29,21.42
12/19/29,20.85
12/20/29,20.16
12/21/29,20.55
12/23/29,20.26
12/24/29,20.39
12/26/29,20.84
12/27/29,20.82
12/28/29,20.66
12/30/29,20.89
12/31/29,21.45
1/2/30,21.18
1/3/30,21.23
1/4/30,21.48
1/6/30,21.5
1/7/30,21.31
1/8/30,21.29
1/9/30,21.62
1/10/30,21.55
1/11/30,21.45
1/13/30,21.52
1/14/30,21.56
1/15/30,21.65
1/16/30,21.5
1/17/30,21.31
1/18/30,21.37
1/20/30,21.5
1/21/30,21.61
1/22/30,21.63
1/23/30,21.84
1/24/30,22.04
1/25/30,22.23
1/27/30,22.21
1/28/30,22.1
1/29/30,22.35
1/30/30,22.47
1/31/30,22.79
2/1/30,22.93
2/3/30,22.74
2/4/30,23.01
2/5/30,23.31
2/6/30,23.06
2/7/30,22.97
2/8/30,23.16
2/10/30,23.12
2/11/30,23.32
2/13/30,23.36
2/14/30,23.35
2/15/30,23.13
2/17/30,23.36
2/18/30,23.28
2/19/30,23.07
2/20/30,22.64
2/21/30,22.92
2/24/30,22.68
2/25/30,22.89
2/26/30,23.11
2/27/30,23.08
2/28/30,23.28
3/1/30,23.45
3/3/30,23.36
3/4/30,23.54
3/5/30,23.36
3/6/30,23.59
3/7/30,23.59
3/8/30,23.6
3/10/30,23.67
3/11/30,23.72
3/12/30,23.46
3/13/30,23.6
3/14/30,23.45
3/15/30,23.32
3/17/30,23.67
3/18/30,23.9
3/19/30,24.03
3/20/30,24.14
3/21/30,24.29
3/22/30,24.04
3/24/30,24.28
3/25/30,24.25
3/26/30,24.62
3/27/30,24.57
3/28/30,24.85
3/29/30,25.05
3/31/30,25.14
4/1/30,25.37
4/2/30,25.11
4/3/30,25.16
4/4/30,25.54
4/5/30,25.73
4/7/30,25.6
4/8/30,25.46
4/9/30,25.87
4/10/30,25.92
4/11/30,25.84
4/12/30,25.89
4/14/30,25.73
4/15/30,25.74
4/16/30,25.56
4/17/30,25.75
4/21/30,25.29
4/22/30,25.5
4/23/30,25.55
4/24/30,25.35
4/25/30,25.32
4/26/30,25.37
4/28/30,24.76
4/29/30,24.73
4/30/30,24.9
5/1/30,24.3
5/2/30,23.57
5/3/30,22.84
5/5/30,22.98
5/6/30,23.76
5/7/30,23.31
5/8/30,23.4
5/9/30,23.69
5/10/30,24.13
5/12/30,24.09
5/13/30,24.42
5/14/30,24.57
5/15/30,24.17
5/16/30,24.28
5/17/30,24.28
5/19/30,23.75
5/20/30,23.86
5/21/30,23.74
5/22/30,23.79
5/23/30,24.03
5/24/30,24.19
5/26/30,24.23
5/27/30,24.24
5/28/30,24.38
5/29/30,24.49
6/2/30,24.4
6/3/30,24.18
6/4/30,24.29
6/5/30,23.91
6/6/30,23.52
6/7/30,23.03
6/9/30,22.38
6/10/30,23.01
6/11/30,22.2
6/12/30,22.13
6/13/30,22.26
6/14/30,21.8
6/16/30,20.56
6/17/30,20.58
6/18/30,19.86
6/19/30,20.79
6/20/30,20.25
6/21/30,19.67
6/23/30,20.09
6/24/30,19.39
6/25/30,19.54
6/26/30,20
6/27/30,19.81
6/28/30,19.9
6/30/30,20.46
7/1/30,20.24
7/2/30,20.46
7/3/30,20.25
7/7/30,19.83
7/8/30,19.97
7/9/30,20.26
7/10/30,20.77
7/11/30,20.55
7/12/30,20.93
7/14/30,21.36
7/15/30,21.32
7/16/30,21.48
7/17/30,21.58
7/18/30,21.77
7/19/30,21.57
7/21/30,20.94
7/22/30,21.32
7/23/30,21.66
7/24/30,21.38
7/25/30,21.5
7/26/30,21.71
7/28/30,21.82
7/29/30,21.65
7/30/30,21.08
7/31/30,21.21
8/1/30,21.11
8/2/30,21.23
8/4/30,21.52
8/5/30,21.52
8/6/30,21.18
8/7/30,21.06
8/8/30,20.27
8/9/30,20.25
8/11/30,20.4
8/12/30,19.88
8/13/30,20.15
8/14/30,20.16
8/15/30,20.7
8/16/30,20.65
8/18/30,20.54
8/19/30,20.74
8/20/30,20.85
8/21/30,20.64
8/22/30,20.79
8/23/30,20.9
8/25/30,20.68
8/26/30,20.98
8/27/30,21.14
8/28/30,21.13
8/29/30,21.37
9/2/30,21.38
9/3/30,21.17
9/4/30,21.02
9/5/30,21.34
9/6/30,21.65
9/8/30,21.63
9/9/30,21.76
9/10/30,21.86
9/11/30,21.72
9/12/30,21.5
9/13/30,21.47
9/15/30,21.19
9/16/30,21.22
9/17/30,21.29
9/18/30,21.06
9/19/30,20.68
9/20/30,20.73
9/22/30,20.17
9/23/30,20.44
9/24/30,20.11
9/25/30,19.73
9/26/30,19.43
9/27/30,19.29
9/29/30,18.88
9/30/30,18.59
10/1/30,19.42
10/2/30,19.18
10/3/30,19.42
10/4/30,19.23
10/6/30,18.61
10/7/30,18.62
10/8/30,18.4
10/9/30,17.67
10/10/30,18.11
10/11/30,17.63
10/14/30,17.91
10/15/30,18.2
10/16/30,17.88
10/17/30,17.16
10/18/30,16.98
10/20/30,17.57
10/21/30,17.05
10/22/30,16.9
10/23/30,17.14
10/24/30,17.74
10/25/30,17.64
10/27/30,17.78
10/28/30,17.86
10/29/30,17.55
10/30/30,17.34
10/31/30,16.94
11/1/30,17.09
11/3/30,17.13
11/5/30,16.62
11/6/30,16.65
11/7/30,16.09
11/8/30,15.89
11/10/30,15.54
11/11/30,15.79
11/12/30,16.14
11/13/30,16.56
11/14/30,16.89
11/15/30,17.05
11/17/30,16.48
11/18/30,16.66
11/19/30,17.01
11/20/30,16.94
11/21/30,17.2
11/22/30,17
11/24/30,17.05
11/25/30,16.85
11/26/30,16.61
11/28/30,16.38
11/29/30,16.57
12/1/30,16.8
12/2/30,16.96
12/3/30,16.67
12/4/30,16.42
12/5/30,16.43
12/6/30,16.22
12/8/30,15.97
12/9/30,15.98
12/10/30,15.73
12/11/30,15.55
12/12/30,15.43
12/13/30,15
12/15/30,14.94
12/16/30,14.44
12/17/30,15.11
12/18/30,15.22
12/19/30,15.39
12/20/30,15.39
12/22/30,14.88
12/23/30,14.96
12/24/30,15.16
12/26/30,14.85
12/27/30,14.76
12/29/30,14.72
12/30/30,15.06
12/31/30,15.34
1/2/31,15.85
1/3/31,16.08
1/5/31,15.93
1/6/31,16.13
1/7/31,16.09
1/8/31,16.23
1/9/31,16.07
1/10/31,16.16
1/12/31,15.84
1/13/31,15.65
1/14/31,15.83
1/15/31,15.46
1/16/31,15.65
1/17/31,15.56
1/19/31,15.46
1/20/31,15.78
1/21/31,15.78
1/22/31,16.07
1/23/31,16.42
1/24/31,16.27
1/26/31,16.4
1/27/31,16.32
1/28/31,16.02
1/29/31,16.17
1/30/31,16.19
1/31/31,16.09
2/2/31,16.16
2/3/31,16.24
2/4/31,16.33
2/5/31,16.22
2/6/31,16.27
2/7/31,16.51
2/9/31,16.96
2/10/31,17.23
2/11/31,17.28
2/13/31,17.18
2/14/31,17.16
2/16/31,17.34
2/17/31,17.05
2/18/31,17.2
2/19/31,17.43
2/20/31,17.71
2/21/31,17.93
2/24/31,18.17
2/25/31,17.97
2/26/31,18.17
2/27/31,18.03
2/28/31,17.93
3/2/31,17.52
3/3/31,17.5
3/4/31,17.34
3/5/31,17.69
3/6/31,17.32
3/7/31,17.64
3/9/31,17.76
3/10/31,17.72
3/11/31,17.52
3/12/31,17.4
3/13/31,17.32
3/14/31,17.49
3/16/31,17.77
3/17/31,17.58
3/18/31,17.81
3/19/31,18.01
3/20/31,18.06
3/21/31,17.89
3/23/31,17.76
3/24/31,17.88
3/25/31,17.78
3/26/31,17.54
3/27/31,17.21
3/28/31,16.84
3/30/31,16.66
3/31/31,16.69
4/1/31,16.52
4/2/31,16.45
4/4/31,16.67
4/6/31,16.5
4/7/31,16.28
4/8/31,16.5
4/9/31,16.41
4/10/31,16.46
4/11/31,16.46
4/13/31,16.72
4/14/31,16.51
4/15/31,16.18
4/16/31,15.98
4/17/31,15.73
4/18/31,15.89
4/20/31,15.96
4/21/31,15.54
4/22/31,15.22
4/23/31,15.29
4/24/31,15.29
4/25/31,14.95
4/27/31,14.76
4/28/31,14.67
4/29/31,14.37
4/30/31,15.09
5/1/31,14.65
5/2/31,14.82
5/4/31,15.06
5/5/31,14.94
5/6/31,15.01
5/7/31,14.95
5/8/31,15.44
5/9/31,15.21
5/11/31,15.19
5/12/31,15.04
5/13/31,14.99
5/14/31,14.66
5/15/31,14.44
5/16/31,14.33
5/18/31,13.84
5/19/31,13.83
5/20/31,13.75
5/21/31,13.89
5/22/31,13.94
5/23/31,13.84
5/25/31,13.4
5/26/31,13.41
5/27/31,13.26
5/28/31,13.31
5/29/31,13.02
6/1/31,12.4
6/2/31,12.2
6/3/31,13.12
6/4/31,13.55
6/5/31,13.4
6/6/31,13.06
6/8/31,13.56
6/9/31,13.34
6/10/31,13.7
6/11/31,13.73
6/12/31,13.75
6/13/31,13.73
6/15/31,13.63
6/16/31,13.66
6/17/31,13.51
6/18/31,13.27
6/19/31,13.22
6/20/31,14.02
6/22/31,14.61
6/23/31,14.41
6/24/31,15.09
6/25/31,14.99
6/26/31,15.35
6/27/31,15.5
6/29/31,15.09
6/30/31,14.83
7/1/31,15.07
7/2/31,14.94
7/3/31,15.26
7/6/31,15.1
7/7/31,14.51
7/8/31,14.37
7/9/31,14.49
7/10/31,14.63
7/11/31,14.37
7/13/31,14.23
7/14/31,14.09
7/15/31,13.8
7/16/31,14.14
7/17/31,14.27
7/18/31,14.27
7/20/31,14.46
7/21/31,14.62
7/22/31,14.28
7/23/31,14.28
7/24/31,13.97
7/25/31,13.92
7/27/31,14.03
7/28/31,14.18
7/29/31,13.74
7/30/31,13.8
7/31/31,13.73
8/1/31,13.84
8/3/31,13.93
8/4/31,13.84
8/5/31,13.64
8/6/31,13.55
8/7/31,13.61
8/8/31,13.59
8/10/31,13.55
8/11/31,13.99
8/12/31,13.8
8/13/31,14.02
8/14/31,14.29
8/15/31,14.43
8/17/31,14.05
8/18/31,14.1
8/19/31,14.14
8/20/31,14.17
8/21/31,13.86
8/22/31,13.81
8/24/31,13.75
8/25/31,13.7
8/26/31,13.93
8/27/31,13.85
8/28/31,13.99
8/29/31,14.1
8/31/31,13.86
9/1/31,13.92
9/2/31,13.66
9/3/31,13.35
9/4/31,13.29
9/8/31,12.87
9/9/31,12.76
9/10/31,12.62
9/11/31,12.69
9/12/31,12.37
9/14/31,12.1
9/15/31,11.99
9/16/31,11.82
9/17/31,12.04
9/18/31,11.46
9/19/31,11.07
9/21/31,10.93
9/22/31,10.8
9/23/31,11.52
9/24/31,10.68
9/25/31,10.92
9/26/31,10.73
9/28/31,10.5
9/29/31,10.06
9/30/31,9.71
10/1/31,9.53
10/2/31,9.7
10/3/31,9.37
10/5/31,8.82
10/6/31,9.91
10/7/31,9.78
10/8/31,10.62
10/9/31,10.55
10/10/31,10.64
10/13/31,10.1
10/14/31,9.87
10/15/31,10.05
10/16/31,10.36
10/17/31,10.38
10/19/31,10.49
10/20/31,10.96
10/21/31,10.86
10/22/31,10.5
10/23/31,10.84
10/24/31,10.94
10/26/31,10.64
10/27/31,10.41
10/28/31,10.07
10/29/31,10.11
10/30/31,10.43
10/31/31,10.53
11/2/31,10.5
11/4/31,10.82
11/5/31,10.78
11/6/31,11.11
11/7/31,11.37
11/9/31,11.52
11/10/31,11.28
11/11/31,11.11
11/12/31,11.07
11/13/31,10.72
11/14/31,10.6
11/16/31,10.43
11/17/31,10.6
11/18/31,10.21
11/19/31,10.16
11/20/31,9.85
11/21/31,9.77
11/23/31,9.7
11/24/31,9.87
11/25/31,9.53
11/27/31,9.31
11/28/31,9.17
11/30/31,9.5
12/1/31,9.38
12/2/31,9.05
12/3/31,9.22
12/4/31,9.02
12/5/31,9.33
12/7/31,9.29
12/8/31,9.02
12/9/31,8.78
12/10/31,8.58
12/11/31,8.31
12/12/31,8.2
12/14/31,8.01
12/15/31,8.12
12/16/31,7.93
12/17/31,7.72
12/18/31,8.36
12/19/31,8.4
12/21/31,8.15
12/22/31,8.29
12/23/31,7.95
12/24/31,7.96
12/28/31,7.76
12/29/31,7.96
12/30/31,8.1
12/31/31,8.12
1/2/32,7.82
1/4/32,7.56
1/5/32,7.55
1/6/32,8.08
1/7/32,8.22
1/8/32,8.57
1/9/32,8.4
1/11/32,8.48
1/12/32,8.39
1/13/32,8.8
1/14/32,8.9
1/15/32,8.92
1/16/32,8.72
1/18/32,8.51
1/19/32,8.48
1/20/32,8.63
1/21/32,8.58
1/22/32,8.21
1/23/32,8.16
1/25/32,8.2
1/26/32,8.31
1/27/32,8.15
1/28/32,8.03
1/29/32,7.94
1/30/32,7.89
2/1/32,8.23
2/2/32,8.05
2/3/32,8.09
2/4/32,8.04
2/5/32,7.78
2/6/32,7.72
2/8/32,7.62
2/9/32,7.53
2/10/32,7.5
2/11/32,8.12
2/13/32,8.8
2/15/32,8.5
2/16/32,8.84
2/17/32,8.48
2/18/32,8.71
2/19/32,8.72
2/20/32,8.52
2/23/32,8.22
2/24/32,8.43
2/25/32,8.35
2/26/32,8.34
2/27/32,8.35
2/29/32,8.29
3/1/32,8.35
3/2/32,8.71
3/3/32,8.71
3/4/32,8.72
3/5/32,8.98
3/7/32,8.82
3/8/32,8.98
3/9/32,8.81
3/10/32,8.73
3/11/32,8.52
3/12/32,8.6
3/14/32,8.31
3/15/32,8.31
3/16/32,8.11
3/17/32,8.28
3/18/32,8.02
3/19/32,7.96
3/21/32,8.06
3/22/32,8.05
3/23/32,7.94
3/24/32,7.86
3/26/32,7.62
3/28/32,7.59
3/29/32,7.58
3/30/32,7.74
3/31/32,7.31
4/1/32,7.18
4/2/32,7.1
4/4/32,7.06
4/5/32,6.73
4/6/32,6.53
4/7/32,6.46
4/8/32,6.29
4/9/32,6.31
4/11/32,6.07
4/12/32,6.06
4/13/32,5.98
4/14/32,6.25
4/15/32,6.42
4/16/32,6.33
4/18/32,6.12
4/19/32,6.03
4/20/32,6.03
4/21/32,6.24
4/22/32,5.96
4/23/32,6.01
4/25/32,6.03
4/26/32,6.12
4/27/32,6.27
4/28/32,6.03
4/29/32,5.83
4/30/32,5.83
5/2/32,5.74
5/3/32,5.66
5/4/32,5.74
5/5/32,5.68
5/6/32,6.09
5/7/32,6
5/9/32,5.96
5/10/32,6.01
5/11/32,6
5/12/32,5.8
5/13/32,5.6
5/14/32,5.5
5/16/32,5.61
5/17/32,5.59
5/18/32,5.45
5/19/32,5.48
5/20/32,5.48
5/21/32,5.47
5/23/32,5.43
5/24/32,5.21
5/25/32,5.03
5/26/32,5.11
5/27/32,4.83
5/28/32,4.85
5/31/32,4.47
6/1/32,4.4
6/2/32,4.64
6/3/32,4.89
6/4/32,5.22
6/6/32,5.07
6/7/32,4.85
6/8/32,4.57
6/9/32,4.57
6/10/32,4.92
6/11/32,4.87
6/13/32,4.82
6/14/32,4.94
6/15/32,5.12
6/16/32,5.12
6/17/32,4.83
6/18/32,4.85
6/20/32,4.89
6/21/32,4.77
6/22/32,4.77
6/23/32,4.8
6/24/32,4.6
6/25/32,4.59
6/27/32,4.44
6/28/32,4.44
6/29/32,4.51
6/30/32,4.43
7/1/32,4.6
7/5/32,4.5
7/6/32,4.6
7/7/32,4.45
7/8/32,4.41
7/9/32,4.46
7/11/32,4.6
7/12/32,4.6
7/13/32,4.82
7/14/32,4.79
7/15/32,4.93
7/16/32,4.94
7/18/32,4.8
7/19/32,4.78
7/20/32,4.93
7/21/32,5.05
7/22/32,5.2
7/23/32,5.21
7/25/32,5.48
7/26/32,5.4
7/27/32,5.67
7/28/32,5.85
7/29/32,6.03
7/30/32,6.1
8/1/32,6.11
8/2/32,5.87
8/3/32,6.39
8/4/32,6.52
8/5/32,6.8
8/6/32,7.22
8/8/32,7.43
8/9/32,7.39
8/10/32,7.65
8/11/32,7.61
8/12/32,7
8/13/32,6.94
8/15/32,7.44
8/16/32,7.68
8/17/32,7.51
8/18/32,7.6
8/19/32,7.53
8/20/32,7.56
8/22/32,8
8/23/32,8.15
8/24/32,8.33
8/25/32,8.26
8/26/32,8.39
8/27/32,8.57
8/29/32,8.58
8/30/32,8.47
8/31/32,8.39
9/1/32,8.47
9/2/32,8.84
9/3/32,9.06
9/6/32,8.91
9/7/32,9.31
9/8/32,8.97
9/9/32,8.75
9/10/32,8.78
9/12/32,8.15
9/13/32,7.8
9/14/32,7.35
9/15/32,7.66
9/16/32,7.57
9/17/32,7.5
9/19/32,7.34
9/20/32,7.62
9/21/32,8.52
9/22/32,8.26
9/23/32,8.4
9/24/32,8.52
9/26/32,8.04
9/27/32,8.13
9/28/32,8.36
9/29/32,8.1
9/30/32,8.08
10/1/32,8.15
10/3/32,8.06
10/4/32,8.05
10/5/32,7.39
10/6/32,7.43
10/7/32,7.02
10/8/32,6.77
10/10/32,6.42
10/11/32,6.88
10/13/32,6.67
10/14/32,7.13
10/15/32,7.2
10/17/32,7
10/18/32,7.13
10/19/32,7.4
10/20/32,7.23
10/21/32,6.82
10/22/32,6.79
10/24/32,6.83
10/25/32,6.76
10/26/32,6.89
10/27/32,6.95
10/28/32,7.09
10/29/32,7
10/31/32,6.96
11/1/32,6.76
11/2/32,6.52
11/3/32,6.48
11/4/32,6.88
11/5/32,6.98
11/7/32,7.24
11/9/32,6.92
11/10/32,7.44
11/11/32,7.68
11/12/32,7.68
11/14/32,7.43
11/15/32,7.43
11/16/32,7.2
11/17/32,7.15
11/18/32,7.13
11/19/32,7.24
11/21/32,7.2
11/22/32,7.17
11/23/32,6.85
11/25/32,6.78
11/26/32,6.81
11/28/32,6.8
11/29/32,6.78
11/30/32,6.55
12/1/32,6.73
12/2/32,6.47
12/3/32,6.46
12/5/32,6.54
12/6/32,6.87
12/7/32,6.89
12/8/32,6.89
12/9/32,7.08
12/10/32,7.03
12/12/32,7.07
12/13/32,6.99
12/14/32,7.12
12/15/32,7.05
12/16/32,7
12/17/32,6.99
12/19/32,6.97
12/20/32,6.82
12/21/32,6.8
12/22/32,6.57
12/23/32,6.57
12/24/32,6.65
12/27/32,6.61
12/28/32,6.6
12/29/32,6.75
12/30/32,6.92
12/31/32,6.89
1/3/33,6.83
1/4/33,7.15
1/5/33,7.12
1/6/33,7.23
1/9/33,7.13
1/10/33,7.34
1/11/33,7.32
1/12/33,7.23
1/13/33,7.25
1/14/33,7.23
1/16/33,7.06
1/17/33,7.08
1/18/33,6.95
1/19/33,6.98
1/20/33,7.06
